timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1596897129479,41578,HTTP Request-1,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Connection reset,Thread Group 1-66,text,false,,3287,0,48,48,https://tavriav.ua/catalog/search/?query=jameson,37175,0,64
1596897129746,41376,HTTP Request,200,OK,Thread Group 1-96,text,true,,466018,288,47,47,https://tavriav.ua/catalog/search/?query=jameson,30,0,16
1596897129746,30,HTTP Request-0,302,Moved Temporarily,Thread Group 1-96,text,true,,384,144,47,47,http://tavriav.ua/catalog/search/?query=jameson,30,0,16
1596897129776,41346,HTTP Request-1,200,OK,Thread Group 1-96,text,true,,465634,144,47,47,https://tavriav.ua/catalog/search/?query=jameson,36579,0,64
1596897129202,41925,HTTP Request,200,OK,Thread Group 1-42,text,true,,466018,288,46,46,https://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129202,28,HTTP Request-0,302,Moved Temporarily,Thread Group 1-42,text,true,,384,144,46,46,http://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129231,41896,HTTP Request-1,200,OK,Thread Group 1-42,text,true,,465634,144,46,46,https://tavriav.ua/catalog/search/?query=jameson,35846,0,62
1596897129688,41618,HTTP Request,200,OK,Thread Group 1-90,text,true,,466018,288,45,45,https://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129688,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-90,text,true,,384,144,45,45,http://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129717,41589,HTTP Request-1,200,OK,Thread Group 1-90,text,true,,465634,144,45,45,https://tavriav.ua/catalog/search/?query=jameson,36360,0,103
1596897129394,42062,HTTP Request,200,OK,Thread Group 1-61,text,true,,466018,288,44,44,https://tavriav.ua/catalog/search/?query=jameson,39,0,14
1596897129394,39,HTTP Request-0,302,Moved Temporarily,Thread Group 1-61,text,true,,384,144,44,44,http://tavriav.ua/catalog/search/?query=jameson,39,0,14
1596897129434,42022,HTTP Request-1,200,OK,Thread Group 1-61,text,true,,465634,144,44,44,https://tavriav.ua/catalog/search/?query=jameson,36880,0,72
1596897129432,42046,HTTP Request,200,OK,Thread Group 1-65,text,true,,466018,288,43,43,https://tavriav.ua/catalog/search/?query=jameson,32,0,19
1596897129432,32,HTTP Request-0,302,Moved Temporarily,Thread Group 1-65,text,true,,384,144,43,43,http://tavriav.ua/catalog/search/?query=jameson,32,0,19
1596897129465,42013,HTTP Request-1,200,OK,Thread Group 1-65,text,true,,465634,144,43,43,https://tavriav.ua/catalog/search/?query=jameson,35305,0,62
1596897129736,41793,HTTP Request,200,OK,Thread Group 1-95,text,true,,466018,288,42,42,https://tavriav.ua/catalog/search/?query=jameson,27,0,13
1596897129736,27,HTTP Request-0,302,Moved Temporarily,Thread Group 1-95,text,true,,384,144,42,42,http://tavriav.ua/catalog/search/?query=jameson,27,0,13
1596897129763,41766,HTTP Request-1,200,OK,Thread Group 1-95,text,true,,465634,144,42,42,https://tavriav.ua/catalog/search/?query=jameson,36965,0,61
1596897129455,42103,HTTP Request,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Connection reset,Thread Group 1-67,text,false,,3671,144,41,41,https://tavriav.ua/catalog/search/?query=jameson,29,0,13
1596897129455,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-67,text,true,,384,144,41,41,http://tavriav.ua/catalog/search/?query=jameson,29,0,13
1596897129484,42074,HTTP Request-1,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Connection reset,Thread Group 1-67,text,false,,3287,0,41,41,https://tavriav.ua/catalog/search/?query=jameson,35980,0,66
1596897129254,42308,HTTP Request,200,OK,Thread Group 1-47,text,true,,466018,288,40,40,https://tavriav.ua/catalog/search/?query=jameson,35,0,17
1596897129254,35,HTTP Request-0,302,Moved Temporarily,Thread Group 1-47,text,true,,384,144,40,40,http://tavriav.ua/catalog/search/?query=jameson,35,0,17
1596897129289,42273,HTTP Request-1,200,OK,Thread Group 1-47,text,true,,465634,144,40,40,https://tavriav.ua/catalog/search/?query=jameson,35718,0,60
1596897129766,41853,HTTP Request,200,OK,Thread Group 1-98,text,true,,466018,288,39,39,https://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129766,28,HTTP Request-0,302,Moved Temporarily,Thread Group 1-98,text,true,,384,144,39,39,http://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129794,41825,HTTP Request-1,200,OK,Thread Group 1-98,text,true,,465634,144,39,39,https://tavriav.ua/catalog/search/?query=jameson,36306,0,59
1596897129468,42189,HTTP Request,200,OK,Thread Group 1-68,text,true,,466018,288,38,38,https://tavriav.ua/catalog/search/?query=jameson,27,0,12
1596897129468,27,HTTP Request-0,302,Moved Temporarily,Thread Group 1-68,text,true,,384,144,38,38,http://tavriav.ua/catalog/search/?query=jameson,27,0,12
1596897129495,42162,HTTP Request-1,200,OK,Thread Group 1-68,text,true,,465634,144,38,38,https://tavriav.ua/catalog/search/?query=jameson,35683,0,71
1596897129223,42495,HTTP Request,200,OK,Thread Group 1-44,text,true,,466018,288,37,37,https://tavriav.ua/catalog/search/?query=jameson,30,0,13
1596897129223,30,HTTP Request-0,302,Moved Temporarily,Thread Group 1-44,text,true,,384,144,37,37,http://tavriav.ua/catalog/search/?query=jameson,30,0,13
1596897129254,42464,HTTP Request-1,200,OK,Thread Group 1-44,text,true,,465634,144,37,37,https://tavriav.ua/catalog/search/?query=jameson,37032,0,67
1596897129727,42025,HTTP Request,200,OK,Thread Group 1-94,text,true,,466018,288,36,36,https://tavriav.ua/catalog/search/?query=jameson,26,0,13
1596897129727,26,HTTP Request-0,302,Moved Temporarily,Thread Group 1-94,text,true,,384,144,36,36,http://tavriav.ua/catalog/search/?query=jameson,26,0,13
1596897129754,41998,HTTP Request-1,200,OK,Thread Group 1-94,text,true,,465634,144,36,36,https://tavriav.ua/catalog/search/?query=jameson,36766,0,65
1596897129519,42274,HTTP Request,200,OK,Thread Group 1-73,text,true,,466018,288,35,35,https://tavriav.ua/catalog/search/?query=jameson,26,0,13
1596897129519,27,HTTP Request-0,302,Moved Temporarily,Thread Group 1-73,text,true,,384,144,35,35,http://tavriav.ua/catalog/search/?query=jameson,26,0,13
1596897129546,42247,HTTP Request-1,200,OK,Thread Group 1-73,text,true,,465634,144,35,35,https://tavriav.ua/catalog/search/?query=jameson,36424,0,68
1596897129757,42113,HTTP Request,200,OK,Thread Group 1-97,text,true,,466018,288,34,34,https://tavriav.ua/catalog/search/?query=jameson,34,0,15
1596897129757,34,HTTP Request-0,302,Moved Temporarily,Thread Group 1-97,text,true,,384,144,34,34,http://tavriav.ua/catalog/search/?query=jameson,34,0,15
1596897129792,42078,HTTP Request-1,200,OK,Thread Group 1-97,text,true,,465634,144,34,34,https://tavriav.ua/catalog/search/?query=jameson,36616,0,55
1596897129668,42207,HTTP Request,200,OK,Thread Group 1-88,text,true,,466018,288,33,33,https://tavriav.ua/catalog/search/?query=jameson,33,0,16
1596897129668,33,HTTP Request-0,302,Moved Temporarily,Thread Group 1-88,text,true,,384,144,33,33,http://tavriav.ua/catalog/search/?query=jameson,33,0,16
1596897129702,42173,HTTP Request-1,200,OK,Thread Group 1-88,text,true,,465634,144,33,33,https://tavriav.ua/catalog/search/?query=jameson,36748,0,64
1596897129343,42553,HTTP Request,200,OK,Thread Group 1-56,text,true,,466018,288,32,32,https://tavriav.ua/catalog/search/?query=jameson,33,0,18
1596897129608,42288,HTTP Request,200,OK,Thread Group 1-82,text,true,,466018,288,32,32,https://tavriav.ua/catalog/search/?query=jameson,27,0,14
1596897129343,33,HTTP Request-0,302,Moved Temporarily,Thread Group 1-56,text,true,,384,144,32,32,http://tavriav.ua/catalog/search/?query=jameson,33,0,18
1596897129608,27,HTTP Request-0,302,Moved Temporarily,Thread Group 1-82,text,true,,384,144,32,32,http://tavriav.ua/catalog/search/?query=jameson,27,0,14
1596897129376,42520,HTTP Request-1,200,OK,Thread Group 1-56,text,true,,465634,144,32,32,https://tavriav.ua/catalog/search/?query=jameson,36849,0,87
1596897129636,42260,HTTP Request-1,200,OK,Thread Group 1-82,text,true,,465634,144,32,32,https://tavriav.ua/catalog/search/?query=jameson,36441,0,95
1596897129355,42556,HTTP Request,200,OK,Thread Group 1-57,text,true,,466018,288,30,30,https://tavriav.ua/catalog/search/?query=jameson,40,0,19
1596897129355,40,HTTP Request-0,302,Moved Temporarily,Thread Group 1-57,text,true,,384,144,30,30,http://tavriav.ua/catalog/search/?query=jameson,40,0,19
1596897129396,42515,HTTP Request-1,200,OK,Thread Group 1-57,text,true,,465634,144,30,30,https://tavriav.ua/catalog/search/?query=jameson,36835,0,88
1596897129565,42356,HTTP Request,200,OK,Thread Group 1-78,text,true,,466018,288,29,29,https://tavriav.ua/catalog/search/?query=jameson,38,0,23
1596897129565,38,HTTP Request-0,302,Moved Temporarily,Thread Group 1-78,text,true,,384,144,29,29,http://tavriav.ua/catalog/search/?query=jameson,38,0,23
1596897129604,42317,HTTP Request-1,200,OK,Thread Group 1-78,text,true,,465634,144,29,29,https://tavriav.ua/catalog/search/?query=jameson,36637,0,75
1596897129333,42594,HTTP Request,200,OK,Thread Group 1-55,text,true,,466018,288,28,28,https://tavriav.ua/catalog/search/?query=jameson,33,0,15
1596897129333,33,HTTP Request-0,302,Moved Temporarily,Thread Group 1-55,text,true,,384,144,28,28,http://tavriav.ua/catalog/search/?query=jameson,33,0,15
1596897129366,42561,HTTP Request-1,200,OK,Thread Group 1-55,text,true,,465634,144,28,28,https://tavriav.ua/catalog/search/?query=jameson,37186,0,86
1596897129213,42721,HTTP Request,200,OK,Thread Group 1-43,text,true,,466018,288,27,27,https://tavriav.ua/catalog/search/?query=jameson,30,0,15
1596897129213,30,HTTP Request-0,302,Moved Temporarily,Thread Group 1-43,text,true,,384,144,27,27,http://tavriav.ua/catalog/search/?query=jameson,30,0,15
1596897129244,42690,HTTP Request-1,200,OK,Thread Group 1-43,text,true,,465634,144,27,27,https://tavriav.ua/catalog/search/?query=jameson,36224,0,65
1596897129163,42790,HTTP Request,200,OK,Thread Group 1-38,text,true,,466018,288,26,26,https://tavriav.ua/catalog/search/?query=jameson,26,0,14
1596897129163,26,HTTP Request-0,302,Moved Temporarily,Thread Group 1-38,text,true,,384,144,26,26,http://tavriav.ua/catalog/search/?query=jameson,26,0,14
1596897129190,42763,HTTP Request-1,200,OK,Thread Group 1-38,text,true,,465634,144,26,26,https://tavriav.ua/catalog/search/?query=jameson,35814,0,64
1596897129294,42690,HTTP Request,200,OK,Thread Group 1-51,text,true,,466018,288,25,25,https://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129294,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-51,text,true,,384,144,25,25,http://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129324,42660,HTTP Request-1,200,OK,Thread Group 1-51,text,true,,465634,144,25,25,https://tavriav.ua/catalog/search/?query=jameson,36088,0,73
1596897129629,42388,HTTP Request,200,OK,Thread Group 1-84,text,true,,466018,288,24,24,https://tavriav.ua/catalog/search/?query=jameson,30,0,14
1596897129629,30,HTTP Request-0,302,Moved Temporarily,Thread Group 1-84,text,true,,384,144,24,24,http://tavriav.ua/catalog/search/?query=jameson,30,0,14
1596897129659,42358,HTTP Request-1,200,OK,Thread Group 1-84,text,true,,465634,144,24,24,https://tavriav.ua/catalog/search/?query=jameson,36542,0,63
1596897129475,42543,HTTP Request,200,OK,Thread Group 1-69,text,true,,466018,288,23,23,https://tavriav.ua/catalog/search/?query=jameson,35,0,19
1596897129475,35,HTTP Request-0,302,Moved Temporarily,Thread Group 1-69,text,true,,384,144,23,23,http://tavriav.ua/catalog/search/?query=jameson,35,0,19
1596897129510,42508,HTTP Request-1,200,OK,Thread Group 1-69,text,true,,465634,144,23,23,https://tavriav.ua/catalog/search/?query=jameson,35640,0,78
1596897129053,42977,HTTP Request,200,OK,Thread Group 1-27,text,true,,466018,288,22,22,https://tavriav.ua/catalog/search/?query=jameson,26,0,14
1596897129053,26,HTTP Request-0,302,Moved Temporarily,Thread Group 1-27,text,true,,384,144,22,22,http://tavriav.ua/catalog/search/?query=jameson,26,0,14
1596897129079,42951,HTTP Request-1,200,OK,Thread Group 1-27,text,true,,465634,144,22,22,https://tavriav.ua/catalog/search/?query=jameson,35688,0,65
1596897129786,42280,HTTP Request,200,OK,Thread Group 1-100,text,true,,466018,288,21,21,https://tavriav.ua/catalog/search/?query=jameson,31,0,16
1596897129786,31,HTTP Request-0,302,Moved Temporarily,Thread Group 1-100,text,true,,384,144,21,21,http://tavriav.ua/catalog/search/?query=jameson,31,0,16
1596897129818,42248,HTTP Request-1,200,OK,Thread Group 1-100,text,true,,465634,144,21,21,https://tavriav.ua/catalog/search/?query=jameson,36582,0,64
1596897129528,42543,HTTP Request,200,OK,Thread Group 1-74,text,true,,466018,288,20,20,https://tavriav.ua/catalog/search/?query=jameson,31,0,16
1596897129528,31,HTTP Request-0,302,Moved Temporarily,Thread Group 1-74,text,true,,384,144,20,20,http://tavriav.ua/catalog/search/?query=jameson,31,0,16
1596897129560,42511,HTTP Request-1,200,OK,Thread Group 1-74,text,true,,465634,144,20,20,https://tavriav.ua/catalog/search/?query=jameson,37094,0,68
1596897129648,42426,HTTP Request,200,OK,Thread Group 1-86,text,true,,466018,288,19,19,https://tavriav.ua/catalog/search/?query=jameson,33,0,16
1596897129648,33,HTTP Request-0,302,Moved Temporarily,Thread Group 1-86,text,true,,384,144,19,19,http://tavriav.ua/catalog/search/?query=jameson,33,0,16
1596897129682,42392,HTTP Request-1,200,OK,Thread Group 1-86,text,true,,465634,144,19,19,https://tavriav.ua/catalog/search/?query=jameson,36176,0,63
1596897129084,43042,HTTP Request,200,OK,Thread Group 1-30,text,true,,466018,288,18,18,https://tavriav.ua/catalog/search/?query=jameson,24,0,13
1596897129084,24,HTTP Request-0,302,Moved Temporarily,Thread Group 1-30,text,true,,384,144,18,18,http://tavriav.ua/catalog/search/?query=jameson,24,0,13
1596897129109,43017,HTTP Request-1,200,OK,Thread Group 1-30,text,true,,465634,144,18,18,https://tavriav.ua/catalog/search/?query=jameson,37025,0,67
1596897128995,43156,HTTP Request,200,OK,Thread Group 1-21,text,true,,466018,288,17,17,https://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897128995,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-21,text,true,,384,144,17,17,http://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129025,43126,HTTP Request-1,200,OK,Thread Group 1-21,text,true,,465634,144,17,17,https://tavriav.ua/catalog/search/?query=jameson,35914,0,74
1596897129244,42908,HTTP Request,200,OK,Thread Group 1-46,text,true,,466018,288,16,16,https://tavriav.ua/catalog/search/?query=jameson,31,0,17
1596897129244,31,HTTP Request-0,302,Moved Temporarily,Thread Group 1-46,text,true,,384,144,16,16,http://tavriav.ua/catalog/search/?query=jameson,31,0,17
1596897129276,42876,HTTP Request-1,200,OK,Thread Group 1-46,text,true,,465634,144,16,16,https://tavriav.ua/catalog/search/?query=jameson,36722,0,62
1596897128985,43184,HTTP Request,200,OK,Thread Group 1-20,text,true,,466018,288,15,15,https://tavriav.ua/catalog/search/?query=jameson,29,0,14
1596897128985,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-20,text,true,,384,144,15,15,http://tavriav.ua/catalog/search/?query=jameson,29,0,14
1596897129015,43154,HTTP Request-1,200,OK,Thread Group 1-20,text,true,,465634,144,15,15,https://tavriav.ua/catalog/search/?query=jameson,36801,0,109
1596897129598,42582,HTTP Request,200,OK,Thread Group 1-81,text,true,,466018,288,14,14,https://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129598,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-81,text,true,,384,144,14,14,http://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129628,42552,HTTP Request-1,200,OK,Thread Group 1-81,text,true,,465634,144,14,14,https://tavriav.ua/catalog/search/?query=jameson,36826,0,62
1596897129706,42498,HTTP Request,200,OK,Thread Group 1-92,text,true,,466018,288,13,13,https://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129706,28,HTTP Request-0,302,Moved Temporarily,Thread Group 1-92,text,true,,384,144,13,13,http://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129735,42469,HTTP Request-1,200,OK,Thread Group 1-92,text,true,,465634,144,13,13,https://tavriav.ua/catalog/search/?query=jameson,37045,0,66
1596897129323,42885,HTTP Request,200,OK,Thread Group 1-54,text,true,,466018,288,12,12,https://tavriav.ua/catalog/search/?query=jameson,31,0,15
1596897129323,31,HTTP Request-0,302,Moved Temporarily,Thread Group 1-54,text,true,,384,144,12,12,http://tavriav.ua/catalog/search/?query=jameson,31,0,15
1596897129354,42854,HTTP Request-1,200,OK,Thread Group 1-54,text,true,,465634,144,12,12,https://tavriav.ua/catalog/search/?query=jameson,37359,0,79
1596897129657,42552,HTTP Request,200,OK,Thread Group 1-87,text,true,,466018,288,11,11,https://tavriav.ua/catalog/search/?query=jameson,32,0,16
1596897129657,32,HTTP Request-0,302,Moved Temporarily,Thread Group 1-87,text,true,,384,144,11,11,http://tavriav.ua/catalog/search/?query=jameson,32,0,16
1596897129689,42520,HTTP Request-1,200,OK,Thread Group 1-87,text,true,,465634,144,11,11,https://tavriav.ua/catalog/search/?query=jameson,36351,0,62
1596897129313,42905,HTTP Request,200,OK,Thread Group 1-53,text,true,,466018,288,10,10,https://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129313,29,HTTP Request-0,302,Moved Temporarily,Thread Group 1-53,text,true,,384,144,10,10,http://tavriav.ua/catalog/search/?query=jameson,29,0,15
1596897129343,42875,HTTP Request-1,200,OK,Thread Group 1-53,text,true,,465634,144,10,10,https://tavriav.ua/catalog/search/?query=jameson,37296,0,90
1596897129579,42652,HTTP Request,200,OK,Thread Group 1-79,text,true,,466018,288,9,9,https://tavriav.ua/catalog/search/?query=jameson,32,0,18
1596897129579,33,HTTP Request-0,302,Moved Temporarily,Thread Group 1-79,text,true,,384,144,9,9,http://tavriav.ua/catalog/search/?query=jameson,32,0,18
1596897129612,42619,HTTP Request-1,200,OK,Thread Group 1-79,text,true,,465634,144,9,9,https://tavriav.ua/catalog/search/?query=jameson,36251,0,67
1596897129539,42693,HTTP Request,200,OK,Thread Group 1-75,text,true,,466018,288,8,8,https://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129539,28,HTTP Request-0,302,Moved Temporarily,Thread Group 1-75,text,true,,384,144,8,8,http://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129567,42665,HTTP Request-1,200,OK,Thread Group 1-75,text,true,,465634,144,8,8,https://tavriav.ua/catalog/search/?query=jameson,36788,0,78
1596897129489,42746,HTTP Request,200,OK,Thread Group 1-70,text,true,,466018,288,7,7,https://tavriav.ua/catalog/search/?query=jameson,33,0,17
1596897129489,33,HTTP Request-0,302,Moved Temporarily,Thread Group 1-70,text,true,,384,144,7,7,http://tavriav.ua/catalog/search/?query=jameson,33,0,17
1596897129522,42713,HTTP Request-1,200,OK,Thread Group 1-70,text,true,,465634,144,7,7,https://tavriav.ua/catalog/search/?query=jameson,35604,0,75
1596897129304,42967,HTTP Request,200,OK,Thread Group 1-52,text,true,,466018,288,6,6,https://tavriav.ua/catalog/search/?query=jameson,31,0,16
1596897129304,31,HTTP Request-0,302,Moved Temporarily,Thread Group 1-52,text,true,,384,144,6,6,http://tavriav.ua/catalog/search/?query=jameson,31,0,16
1596897129336,42935,HTTP Request-1,200,OK,Thread Group 1-52,text,true,,465634,144,6,6,https://tavriav.ua/catalog/search/?query=jameson,36684,0,97
1596897129677,42599,HTTP Request,200,OK,Thread Group 1-89,text,true,,466018,288,5,5,https://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129424,42852,HTTP Request,200,OK,Thread Group 1-64,text,true,,466018,288,5,5,https://tavriav.ua/catalog/search/?query=jameson,34,0,19
1596897129677,28,HTTP Request-0,302,Moved Temporarily,Thread Group 1-89,text,true,,384,144,5,5,http://tavriav.ua/catalog/search/?query=jameson,28,0,14
1596897129424,34,HTTP Request-0,302,Moved Temporarily,Thread Group 1-64,text,true,,384,144,5,5,http://tavriav.ua/catalog/search/?query=jameson,34,0,19
1596897129705,42571,HTTP Request-1,200,OK,Thread Group 1-89,text,true,,465634,144,5,5,https://tavriav.ua/catalog/search/?query=jameson,36531,0,67
1596897129458,42818,HTTP Request-1,200,OK,Thread Group 1-64,text,true,,465634,144,5,5,https://tavriav.ua/catalog/search/?query=jameson,36587,0,70
1596897129385,42907,HTTP Request,200,OK,Thread Group 1-60,text,true,,466018,288,3,3,https://tavriav.ua/catalog/search/?query=jameson,48,0,20
1596897129385,48,HTTP Request-0,302,Moved Temporarily,Thread Group 1-60,text,true,,384,144,3,3,http://tavriav.ua/catalog/search/?query=jameson,48,0,20
1596897129433,42859,HTTP Request-1,200,OK,Thread Group 1-60,text,true,,465634,144,3,3,https://tavriav.ua/catalog/search/?query=jameson,36939,0,62
1596897129774,42525,HTTP Request,200,OK,Thread Group 1-99,text,true,,466018,288,2,2,https://tavriav.ua/catalog/search/?query=jameson,27,0,12
1596897129774,27,HTTP Request-0,302,Moved Temporarily,Thread Group 1-99,text,true,,384,144,2,2,http://tavriav.ua/catalog/search/?query=jameson,27,0,12
1596897129801,42498,HTTP Request-1,200,OK,Thread Group 1-99,text,true,,465634,144,2,2,https://tavriav.ua/catalog/search/?query=jameson,36318,0,61
1596897129365,42970,HTTP Request,200,OK,Thread Group 1-58,text,true,,466018,288,1,1,https://tavriav.ua/catalog/search/?query=jameson,32,0,16
1596897129365,32,HTTP Request-0,302,Moved Temporarily,Thread Group 1-58,text,true,,384,144,1,1,http://tavriav.ua/catalog/search/?query=jameson,32,0,16
1596897129398,42937,HTTP Request-1,200,OK,Thread Group 1-58,text,true,,465634,144,1,1,https://tavriav.ua/catalog/search/?query=jameson,35784,0,86
